DBA,ZIPCODE
Dunkin - Baskin Robbins,10452
Crown Fried Chicken,11238
Five Guys Famous Burgers And Fries,10465
Dunkin,11225
"Dunkin',' Baskin Robbins",11237
Popeyes,10014
La Casa Del Taco,10033
Dunkin',11234
Dunkin,10012
Pelicana Chicken,11104
Starbucks Coffee #50622,11206
Panera Bread,11362
Dunkin',10011
Chipotle Mexican Grill #3056,11360
Kennedy Fried Chicken,10027
Subway,10302
Burger King,10471
Subway,10467
Crown Fried Chicken,11207
Domino's Pizza #3692,10029
Dunkin,10469
"Subway, Krispy Krunchy Chicken",11420
Rutland Road Jerk Chicken,11212
Dunkin,10032
Dunkin,11358
Chickpea,10121
Starbucks Coffee Company #29897,10158
Starbucks,10025
Subway,10462
Wendy's,11203
Dunkin',10033
Shake Shack,10301
Pelicana Chicken,11361
Dunkin,11209
Dunkin',11226
Dunkin,10023
Little Caesars,10452
Panera Bread #9330,10016
Starbucks,10003
Chickpea,10121
Dunkin' / Baskin Robbins,11385
Subway,10459
Starbucks,10314
Dunkin',10025
Starbucks Coffee,10026
Starbucks,11372
Apu Kennedy Fried Chicken,11434
"Dunkin',' Baskin Robbins",11691
Popeyes,11435
Kennedy Fried Chicken & Pizza,10451
Subway,10019
Kfc,11234
Chipotle Mexican Grill,10028
Kfc,11434
Kennedy Fried Chicken,10474
Dunkin,11435
Dunkin,10451
Subway,11101
Starbucks Coffee #48170,11215
Starbucks,10022
Dunkin,10472
Kennedy Fried Chicken,10458
Five Guys,10011
Dunkin,10306
Kfc,10463
Dunkin,11354
Chipotle Mexican Grill #2838,10451
Popeyes Louisiana Kitchen,10003
Chipotle Mexican Grill,10029
"Crown Fried Chicken, Pizza & Coffee Shop",11208
"Dunkin', 'Baskin Robbins",11205
Kfc,11234
Papa John's Pizza,10467
Crown Fried Chicken,11429
Five Guys Famous Burgers And Fries,10036
Sweet Chick,11238
Papa John's,11225
Subway,10461
Taco Bell Cantina,10458
Crown Fried Chicken,11432
Chirping Chicken,10017
Wendy's,10305
Crown Fried Chicken,11421
Papa John's,11211
Dunkin,11237
Dunkin,11417
Mad For Chicken,11103
"Crown Fried Chicken, Pizza & Coffee Shop",11208
Subway,10460
Chipotle Mexican Grill,10280
Papa John's,11236
Taco Bell Cantina #034646,10011
Dunkin,10103
"Dunkin',' Baskin Robbins",10458
Dunkin,11372
Dunkin,11355
Five Guys Famous Burgers And Fries,11215
Domino's,10462
Chipotle Mexican Grill,10011
Rico's Chicken,11379
Texas Chicken & Burgers,11432
New York Fried Chicken Shake'n Burger,11435
Flamin' Chicken & Gyro,11385
Dunkin',11104
Starbucks,11426
Little Caesars,10033
Chipotle Mexican Grill,11201
Starbucks Coffee #58310,11224
Burger King,11369
Domino's,10467
Dunkin,10035
Wendys,11430
Dunkin,10301
Kennedy Fried Chicken & Salad Bar,10467
Domino's,10033
Five Guys Famous Burgers And Fries,11201
Domino's,11229
Dunkin,10465
Taco Bell @ D'angelo Center,11432
Starbucks,10458
"Dunkin', Baskin Robbins",11367
Five Guys Famous Burgers And Fries,10001
Wendy's,10301
Dunkin',11222
Subway,11692
Halal Royal Crown Chicken & Pizza,11233
Rico's Chicken,11379
Dunkin,11235
Dunkin,11218
Papa John's Pizza,10025
Burger King,11210
Andrea's Chicken,11378
Big New York Fried Chicken,11691
Dunkin,10038
Burger King,10455
Dominos,11209
Subway,10002
Sam Burger Grill Chicken & Pizza,11237
Dunkin,11373
Chipotle Mexican Grill,10025
"Dunkin',' Baskin Robbins",11421
Dunkin Donuts,10308
Chick Rocks,11103
Subway,10013
Wendy's,10475
Starbucks,10001
Kentucky Fried Chicken,10029
"Dunkin', Baskin Robbins",11366
Texas Chicken & Burgers,10454
Dunkin,11427
Popeyes,10465
Dunkin,11214
Popeyes,10451
Dunkin,11205
Subway,10003
Kennedy Fried Chicken,10474
Dunkin',10018
Dixy Chicken & Grill,11209
Kfc,11411
Chipotle Mexican Grill,10021
Taco Bell,10029
Papa John's,11412
Chick'n Go,10306
Hainan Chicken House,11220
Popeyes Louisiana Kitchen,10019
Subway,11423
Gai Chicken & Rice,10017
Starbucks,10451
Dunkin,10002
Kennedy Chicken Pizza & Burger,10468
Starbucks Coffee,10018
Dunkin Donuts,11201
Subway,11432
Popeyes,11372
New Texas Chicken & Grill,11385
Crown Fried Chicken,11432
Dunkin,11239
Tex's Chicken & Burgers,11364
Dunkin' / Popeyes,11221
Kfc,10467
Starbucks,10019
Taco Bell,10022
Chicken Rice,10012
Gai Chicken & Rice,10038
Crown Fried Chicken,11432
Nycs Fried Chicken,11208
Dunkin',10025
Popeyes,10466
Dunkin,10033
Subway,10010
Kennedy Chicken,11207
Starbucks Coffee Company,11373
Chick-Fil-A At Gateway Center,11239
Texas Chicken & Burgers,10459
Dunkin,10465
Dunkin,10103
Dunkin,10301
Domino's,10460
Popeyes,10002
Palace Fried Chicken & Pizza,11235
Dunkin Donuts Baskin Robbins,10031
Popeyes Louisiana Kitchen,10128
Starbucks,11362
"Subway, Krispy Krunchy Chicken",11420
Dunkin',10301
Dunkin,11234
Chipotle Mexican Grill #4526,10025
Johnny's Fried Chicken,10452
Subway,10065
Dunkin,10038
Chick-Fil-A,10463
Subway,10001
Texas Fried Chicken,10040
Shake Shack,11201
Starbucks Coffee #29719,11215
Papa John's Pizza,10453
Dunkin',10040
Kennedy Fried Chicken,10456
Wendy's,10303
Hanyang Chicken,11354
Dunkin,11225
Dunkin,11377
Starbucks,10004
Kennedy Fried Chicken,11377
Papa John's,11225
Five Guys Famous Burgers And Fries,11365
Charles Pan-Fried Chicken,10023
Papa John's Pizza,10039
Dunkin,11209
Burger King,10302
Panda Express,11374
Starbucks,10017
Rochdale Chicken And Fish 90z,11212
Papa John's Pizza,10466
Dunkin,11418
Burger King,11219
Starbucks Coffee,10038
Popeyes,10475
Subway,11106
Kfc,10003
Kfc,10469
Subway,10467
Dunkin,10022
Delicias Pizza And Chicken,11355
Chipotle Mexican Grill,10016
Starbucks,11373
Papa John's,11366
Apu Kennedy Fried Chicken,11434
Dunkin Donuts,10463
Dunkin,11379
Domino's Pizza #3687,10016
Starbucks Coffee #50622,11206
Kennedy Fried Chicken,10451
Subway,11417
Rico's Chicken Pollos A La Brasa,11355
Starbucks Coffee #65494,10022
Kennedy Chicken & Burgers,10026
Kennedy Fried Chicken,11418
Jojo Chicken/Lao Jie,11354
Starbucks,11234
Kennedy Chicken & Burgers,10458
Taco Bell,11432
Papa John's,11220
Dunkin,11385
Dunkin,11379
Dunkin' / Popeyes,11221
Popeyes,10026
Dunkin' / 'Baskin-Robbins,11201
Dunkin',10025
Dunkin,11422
Shake Shack,11249
Dunkin,10029
Kennedy Chicken & Burgers,10458
Kfc,11372
Speedy Tacos And Chicken,10463
Crown Fried Chicken,11239
Burger King,10472
Starbucks Coffee,10465
Rose Cafe/Kennedy Fried Chicken,11435
Dunkin,10310
Starbucks,10007
Dunkin,10002
Subway,10003
Wendy's,10309
Domino's,10455
Subway,11368
Popeyes,11213
Starbucks #54446,11238
Popeyes Louisiana Kitchen,10003
Wendys,11435
Shake Shack,10025
Dunkin,10461
Kennedy Fried Chicken,11207
Crown Fried Chicken Grill & Salad,11208
Rano's Chicken Burgers,10029
Dunkin99,11375
Papa John's,11214
Chipotle Mexican Grill,10019
Dunkin,10472
Pelicana Chicken,10003
Dunkin,10019
Starbucks,10019
Chipotle Mexican Grill #3426,10461
Dunkin,10017
Domino's,11212
Subway,10010
Kfc,11237
Singsing Chicken & Karaoke,11106
Moonlite Grill & Chicken,11372
New Texas Fried Chicken,11207
Dunkin' Donuts,10462
Starbucks,10011
Subway,10459
Dunkin Donuts,10466
Starbucks Coffee #53473,10006
Domino's,10021
Burger King,11206
Papa Chicken,11375
Dunkin,11416
Dunkin,11220
Burger King,11201
Tex*S Chicken & Burgers,11354
Domino's Pizza #3680,10034
Subway,10028
Dunkin,11101
Dunkin,10002
Chipotle Mexican Grill,10016
Crown Fried Chicken,11221
Mexiko / Carlos & Gabby's / Graze Smokehouse / Rosa's Chicken,10024
Dunkin,10465
"Dunkin',' Baskin Robbins",10065
Papa John's,11416
Wendy's,10004
Dunkin',11210
Qdoba,11201
Chipotle Mexican Grill,10032
Wendy's,10301
Kennedy Fried Chicken,10460
Subway,10016
Dunkin & Jimmy John's,10001
Dunkin,11211
Dunkin,11355
Mr. Chicken And Mrs. Tea,11417
Dunkin,10027
Dunkin,11234
Popeyes Louisiana Kitchen,10019
Subway,10036
Kfc,11373
Subway,11224
Starbucks,11103
Kfc,11368
"Dunkin',' Baskin Robbins",11369
Dunkin,10027
Dunkin,11214
Wendys,10462
Mister Chicken Ii,11101
Texas Chicken & Burgers,10453
Dunkin,10312
Domino's,10031
Subway,11229
Domino's,10469
Chipotle Mexican Grill,10027
Us Fried Chicken & Pizza,11231
Shake Shack #1646,10463
Dunkin,10036
Dunkin,10461
Papa Johns Pizza,10306
"Dunkin', Baskin Robbins",11435
Papa John's,11226
Starbucks,10310
Kennedy Chicken,10002
Dunkin',11418
Wendy's,10461
Kennedy Chicken,11207
Panda Express,11105
Kennedy Chicken & Pizza,10456
Chipotle Mexican Grill #2570,11214
Dominos,10458
Burger King,11434
Dunkin,11418
Subway,10016
Munch N' Grub Chicken,10457
Super Kennedy's Chicken & Sandwich,10468
Texas Chicken & Burger,10462
Papa John's,11208
Taco Bell,11226
Crown Fried Chicken,10009
Dave's Hot Chicken,11215
Dunkin,10312
Taco Bell,10460
Chipotle Mexican Grill # 3265,11234
Chipotle Mexican Grill #3477,10033
Dunkin',11220
Chicken Hot Pot,11355
Subway,10451
Panera Bread,10003
Domino's,10309
Dunkin,11422
Bonchon Chicken,11358
Dunkin,10036
Mama's Fried Chicken,10026
Burger King,10035
Dunkin,11105
Subway,11226
Texas Chicken & Burgers,10459
Chipotle Mexican Grill,10007
Dunkin,11373
Dunkin Donuts,10455
Chickn Rotonda,11379
Mad For Chicken,11354
Starbucks,10029
Papa John's,11217
Kfc,11218
Papa John's Pizza,10029
Dunkin,11239
Subway,11373
Panera Bread,11385
Popeyes,10467
Chipotle Mexican Grill,10038
Subway,10011
Chipotle Mexcian Grill # 2760,11101
Chipotle Mexican Grill,11205
Halal Chicks & Platters,10032
Chick-Fill-A,10001
Qdoba,10307
Kennedy Chicken And Grill,10460
Burger King,10029
Little Caesars,10303
Chicken Hot Pot,11355
Dunkin',11363
Kennedy Fried Chicken,11420
Sonic,11206
Chicken Is Back,11362
Dunkin,11203
Kennedy Fried Chicken,11226
Kennedy Chicken & Grill,11226
Starbucks Pickup,10003
Kennedy Chicken,11207
Starbucks,10028
Chipotle Mexican Grill #2308,10306
Subway,10036
Popeyes Louisiana Kitchen,11224
Chick-Fil-A,11373
Popeyes,11220
Taco Bell,11421
Subway,11223
"Dunkin', Baskin Robbins",11233
Starbucks Coffee #49450,10475
Subway,11105
Subway,10310
Blazin Chicken & Gyro,10452
Zalim Hot Chicken & Burgers,11209
Kennedy Chicken,10461
Starbucks,10014
"Dunkin',' Baskin Robbins",10453
Starbucks,10021
Kennedy Chicken,10462
Rico's Chicken Pollos A La Brasa,11355
Dunkin',11101
Five Guys,10038
Starbucks,11217
Starbucks,10023
Super Kennedy's Chicken & Sandwich,10468
Subway,11435
Shake Shack Bryant Park,10036
Wendy's,10036
Super Kennedy Fried Chicken,10466
Panera Bread #6283,10019
Taco Bell,11209
Dunkin,10305
Kfc,11432
Chicken Spot,10454
Starbucks,10011
Rochdale Chicken And Fish 90z,11212
Dunkin,11211
Kennedy Fried Chicken,10002
Gai Chicken & Rice,10038
Mad For Chicken,10011
Starbucks,10310
Peppa's Jerk Chicken,11225
Dunkin,10023
Kennedy Fried Chicken,10468
Dunkin,10469
Dunkin' / 'Baskin Robbins,11102
Dunkin,11373
Ba Sak Chicken,11358
Dunkin,11411
Subway,11210
Crown Fried Chicken,11239
Dunkin,10314
Starbucks,11232
Panda Express,10022
Dunkin,11106
Taco Bell,11214
Chick-N-Rice,11040
Domino's,10462
Popeyes,10455
Subway,10040
Starbucks,11375
Starbucks,11361
Brooklyn Deli Cb24/Shake Shack Cb26,11430
Hudson Dunkin,10306
Dunkin Donuts,10469
Texas Chicken & Burgers,11422
Wendy's,10036
Texas Chicken & Burgers,11004
Starbucks,10005
Burger King,11423
Chipotle Mexican Grill #3056,11378
Dunkin Donuts,11201
Pelicana Chicken,11222
Popeyes,11235
Starbucks,10029
Subway,10003
Chipotle Mexican Grill,10032
Dango Chicken,11362
Darbar's Chicken & Ribs,11419
Kfc,11212
Kennedy Fried Chicken,10466
Kennedy Fried Chicken,11420
Er Hou Roast Chicken Takeout,11354
Crown Fried Chicken,11432
Dunkin,11374
Starbucks,11432
Subway,11419
Starbucks,11101
Panda Express,10001
Kennedy Fried Chicken,10457
Dunkin'/Baskin Robbins,11229
Popeyes Louisiana Chicken,11228
Chipotle Mexican Grill,10022
Ocky Fried Chicken & Pizza,10451
Taco Bell,10306
Dunkin,10014
Kennedy Fried Chicken,10462
Subway,10002
Chipotle Mexican Grill,10018
Starbucks Coffee #48170,11215
"Dunkin', Baskin Robbins",11367
Dunkin,10467
Dunkin',10029
Popeyes,11433
Dunkin',11210
Kentucky Fried Chicken,10029
Crown Fried Chicken & Pizza,10035
Peppa's Jerk Chicken,11215
Dunkin,11418
Starbucks,10014
Popeyes,11233
Subway,11101
Burger King,11418
Starbucks,10024
Papa John's,10033
"Dunkin',' Baskin Robbins",11417
Koji Chicken,10019
Chipotle Mexican Grill#2964,10018
Crown Fried Chicken,11238
Dunkin,10455
Charles Pan-Fried Chicken,10027
Pelicana Chicken,11104
Medina Fried Chicken & Indian Cuisine,11416
Dunkin,11373
Domino's Pizza #3692,10029
Chipotle Mexican Grill,10001
Crown Fried Chicken,11432
Chipotle Mexican Grill,11205
Five Guys,10011
Peppa's Jerk Chicken,11225
Subway,11692
Dunkin',11220
Dunkin,11235
Domino's,11221
Subway,10460
Dunkin Donuts,10463
"Dunkin',' Baskin Robbins",11419
Subway,11432
Domino's,11229
Topaze Restaurant & Jerk Chicken,11234
Dunkin,11234
"Dunkin',' Baskin Robbins",11373
Subway,10019
Dunkin,11385
Dunkin,11235
Dunkin',10018
Mr. Chicken And Mrs. Tea,11417
Dunkin,10003
Burger King,11103
Dunkin,10312
"Dunkin',' Baskin Robbins",10458
"Dunkin',' Baskin Robbins",10458
Texas Chicken & Burgers,11235
Popeyes,11222
New Rio Fried Chicken & Pizza,11432
Panda Express #2769,11209
Domino's Pizza #3692,10029
Dunkin,10103
Chipotle Mexican Grill,11206
Subway,10460
Tko Chicken & Ribs,11234
Crown Fried Chicken,11432
Dunkin,11419
Popeyes,11220
Starbucks,10022
Subway,10040
Dunkin,11435
Crown Fried Chicken,11432
Crown Fried Chicken & Pizza,11221
Dunkin,10305
"Panera, Llc",11004
Kennedy Fried Chicken,10469
New York Fried Chicken & Pizza,11223
Panera Bread,10475
Subway,11423
Shake Shack,11375
Dunkin,11372
Popeyes,11210
Domino's,10032
Chicken Insider,10128
Chipotle Mexican Grill #4526,10025
Burger King,11226
Dunkin',10019
Popeyes,10459
Dunkin,10314
Subway,11237
Ocky Fried Chicken & Pizza,10451
Chipotle Mexican Grill,10016
Mad For Chicken,10011
Dunkin,10018
Chipotle Mexican Grill # 3265,11234
Pelicana Chicken,10003
Mister Chicken Ii,11101
Dominos,10314
Rico's Chicken Pollos A La Brasa,11355
"Dunkin',' Baskin Robbins",11435
Dunkin,10018
Crown Fried Chicken,11211
"Dunkin', Baskin Robbins",10128
Castle Chicken Halal Kitchen,10453
Burger King,10472
Burger King,11220
Texas Chicken & Burgers,10459
Mad For Chicken,11104
Kennedy Fried Chicken & Pizza,10456
Popeyes,11105
Halal Fried Chicken & Pizza,10457
Modoo Chicken And Noodle Bar,11361
Starbucks,10017
"Subway, Krispy Krunchy Chicken",11420
Starbucks,10007
Kennedy Fried Chicken,10451
Mister Chicken Ii,11101
Chipotle Mexican Grill,10003
Starbucks,10023
Subway,11207
Dunkin,11385
Kennedy Chicken & Grill,11226
Palace Fried Chicken & Pizza,11235
Subway,10305
Popeyes,10460
Us Fried Chicken,10451
Burger King,10472
"Dunkin', Baskin Robbins",10128
Kennedy Fried Chicken,10456
Starbucks,10310
Kennedy Chicken & Grill,11226
Dunkin'/Baskin Robbins,11219
Starbucks,11201
Dunkin,11415
Big Arc Chicken,10003
Little Caesars,10459
Dunkin Donuts,10309
Domino's,11433
Little Caesars,11236
"Taco Bell, Kfc",10031
Kfc,11368
Burger King,10451
Popeyes,10039
Chipotle Mexican Grill #3742,11354
Dunkin,11211
Dunkin,10468
"Dunkin',' Baskin Robbins",10458
Dunkin,10018
Chipotle Mexican Grill,10027
Starbucks,10019
Subway,11101
"Dunkin',' Baskin Robbins",10451
Starbucks Coffee # 49196,11364
Tkk Fried Chicken,11354
Kennedy Fried Chicken,10469
Crown Fried Chicken,10031
Popeyes,11201
Sweet Chick,10002
Popeyes Louisiana Kitchen,10003
Burger King,11201
Crown Fried Chicken Grill & Salad,11208
Little Caesars,10470
Dunkin,11368
Kfc,10003
Subway,10128
Wendy's,10036
Dunkin',11213
Subway,10019
Kennedy Fried Chicken,10455
Starbucks,10012
Dunkin,11379
Dunkin,11358
Dunkin,10454
Panera Bread,11362
Kennedy Fried Chicken,10472
Popeyes,10302
Colony Fried Chicken,10459
Texas Chicken And Burgers,10029
Starbucks,10010
Dunkin,11434
Shake Shack,10038
Panera Bread,11101
Starbucks,10022
Boca Cafe & Rotisserie Chicken,10455
Dunkin',10018
Popeyes,11368
Dunkin,10024
Domino's,10309
Nashville Fried Chicken And Pizza,11377
Popeyes,11214
Dunkin,10017
Starbucks Coffee,11373
Subway,10036
Papa John's,10467
Chipotle Mexican Grill,10022
Shake Shack,10002
Taco Bell,10302
Subway,10019
"Dunkin',' Baskin Robbins",11432
Taco Bell,10028
Dunkin',10029
Domino's,11212
Domino's,11212
Chick-Fil-A,10018
Popeyes,10461
Demon Chicken,11212
Dunkin',10017
Starbucks Coffee#54771,11360
Popeyes,10040
Pelicana Chicken,11358
Dunkin,10467
Palace Fried Chicken,11106
Wendy's,10010
Kennedy Fried Chicken,10461
Papa John's Pizza,10467
19.Ei / Md Fried Chicken / Cotti Coffee Express,11220
Dunkin',11375
Subway,10010
Subway,10003
Little Caesars,10452
Pelicana Chicken,11104
Bb.q Chicken & Pub,11103
Starbucks,10023
Popeyes,11223
Bb.q Chicken 3rd Avenue,10016
Dunkin,11368
Dunkin/Baskin Robbins,10463
Taco Bell,11214
Dunkin,10474
Castle Chicken Halal Kitchen,10453
Subway,11691
Taco Bell,10461
Dunkin,10036
Chipotle Mexican Grill,10014
Starbucks,10007
Starbucks,10006
Crown Fried Chicken,11432
Pelicana Chicken,11104
Dunkin,10452
Apu Kennedy Fried Chicken,11434
New Rio Fried Chicken & Pizza,11432
Popeyes Louisiana Kitchen,10003
Starbucks,10119
Burger King,10035
Chipotle Mexican Grill,10022
Popeyes,11236
Five Guys,10017
Dunkin,10022
New York Fried Chicken & Pizza,11223
Dunkin,11218
Dunkin,11237
Dunkin,11385
Kennedy Fried Chicken & Pizza,10467
Charles Pan-Fried Chicken,10027
Subway,11201
Dunkin,11413
Mr. Chicken And Mrs. Tea,11417
Burger King,10472
Starbucks,10022
Dunkin',10457
Popeyes,10029
Domino's,11203
"Dunkin',' Baskin Robbins",11421
Subway,10128
Subway,11212
Dunkin,10467
Starbucks Coffee,10036
Pelicana Chicken,11222
Subway,10010
Papa John's,11230
Pelicana Chicken,11104
Kentucky Fried Chicken (Kfc),10472
Taco Bell,10314
Mexiko / Carlos & Gabby's / Graze Smokehouse / Rosa's Chicken,10024
Krispy Krunchy Chicken,11201
Papa John's,11229
Dunkin,11372
Jj Fish & Chicken,10303
Dunkin,11208
Dunkin,11436
Dunkin,10459
Kennedy Fried Chicken,11368
Popeyes,11207
Kennedy Fried Chicken,10467
Tko Chicken & Ribs,11234
Papa John's Pizza,11373
"Dunkin', Baskin Robbins",11233
Subway,10453
The Original American Chicken,11104
Kennedy Fried Chicken,11377
Subway,11229
"Dunkin', 'Baskin Robbins",11208
Burger King,11369
Crown Fried Chicken,11434
Dunkin,10029
Chipotle Mexican Grill,10023
Subway,10038
Subway,11212
Shake Shack (Innovation Kitchen),10014
Chipotle Mexican Grill,10001
Panda Express,11210
19.Ei / Md Fried Chicken / Cotti Coffee Express,11220
Domino's,10032
Starbucks,10119
Papa Johns Pizza,10306
Subway,10065
Dunkin,10305
Dunkin Donuts Baskin Robbins,11004
Dunkin',11234
Dunkin,11379
Starbucks,10003
Subway,10011
Starbucks Coffee#54771,11360
Subway,10466
Starbucks,10036
Starbucks,10010
Subway,10451
"Dunkin',' Baskin Robbins",11691
Medina Fried Chicken & Indian Cuisine,11416
Kennedy Chicken & Burger,10466
Kennedy Fried Chicken,10453
Dunkin,11239
Shake Shack,11201
Popeyes Louisiana Kitchen,10001
Dunkin',10033
Palace Fried Chicken,11106
Subway,10004
Burger King,10475
Subway,10004
Charles Pan-Fried Chicken,10039
Dunkin' / Baskin-Robbins,11104
Subway,11207
Burger King,11210
Burger King,10302
Burger King,10029
Dunkin',11210
Subway,11229
Dunkin,11379
Popeyes,10451
"Subway, Krispy Krunchy Chicken",11420
Pelicana Chicken/Julieat's,11357
Popeyes,11224
Subway,10453
Chipotle Mexican Grill,10038
Dunkin,10472
Starbucks,10019
Popeyes,11213
Wendys,11374
Dunkin',10019
Dunkin Donuts,10453
Popeyes,11436
Chipotle Mexican Grill,10016
Dunkin',10040
Chick It Out,11106
Dunkin,10312
Starbucks Coffee,10028
Panda Express,11101
Starbucks,10019
"Sincerely, Ophelia / Chicken & The Egg",10003
Chipotle Mexican Grill,10065
Dunkin,11354
Darbar's Chicken & Ribs,11419
Starbucks Coffee #22716,11374
Dunkin,11209
Dunkin,11415
Chipotle Mexican Grill,10027
Koo Koo Chicken,11214
Crown Chicken & Deli,11208
Subway,10025
Taco Bell,10033
Popeyes Louisiana Kitchen,11237
Dunkin,11239
Texas Chicken & Burgers,10460
Dunkin,11234
Charles Pan-Fried Chicken,10039
Starbucks,10001
Dunkin,11209
Starbucks,11204
Kennedy Fried Chicken,10456
Dunkin Baskin Robbins,11236
Kennedy Chicken And Burger,10466
Texas Chicken & Burgers,10454
Texas Chicken & Burger,10462
Domino's,10038
Dunkin Donuts,10022
375 Chicken N Fries,10036
Dunkin',10301
Rokstar Chicken,10035
Starbucks,10013
Dunkin' / Popeyes,11221
Starbucks,11214
Dunkin,11211
King's Fried Chicken & Burger,11213
New Rio Fried Chicken & Pizza,11432
Fields Good Chicken,10022
375 Chicken N Fries,10036
New York Fried Chicken,11434
Chipotle Mexican Grill #2254,11215
Shake Shack,11432
Subway,11354
Dunkin',10458
Popeyes,10457
Kennedy Fried Chicken & Pizza,10456
Popeyes,10002
Dunkin',10007
Dunkin,11435
Kennedy Fried Chicken,10458
Kennedy Fried Chicken,11203
Crown Fried Chicken,11207
Wendy's,10010
Taco Bell,10029
Kfc,11212
Subway,10310
Starbucks,11355
Palace Fried Chicken,11106
Kennedy Fried Chicken,10451
Subway,10029
Starbucks Reserve,10011
Taco Bell,11368
Kfc,10027
Taco Bell,10466
Burger King,11434
Dunkin,10475
Little Caesars,11435
Dunkin,10036
Starbucks,11209
Starbucks,11104
Starbucks Reserve Roastery,10011
"Dunkin',' Baskin Robbins",11236
"Dunkin', Baskin Robbins",10456
"Dunkin',' Baskin Robbins",10310
Starbucks #58851,10065
Super Kennedy's Chicken & Sandwich,10468
Starbucks Coffee Company,11354
Crown Fried Chicken,11421
Kennedy Fried Chicken,10451
Dunkin',11215
Chicken Stop,11201
Burger King,11369
Popeyes,10462
Domino's,10470
Crown Fried Chicken,11432
Dunkin,10461
Starbucks,10022
Dunkin' / Baskin Robbins,11215
Dunkin,11373
Papa John's Pizza,11433
Dunkin,10031
Subway,10040
Papa John's,10467
Popeyes,11373
Qdoba Mexican Eats,11237
Burger King,10451
Dunkin',10040
Papa John's,11416
Starbucks,10013
