"County","License Number","Operation Type","Establishment Type","Entity Name","DBA Name","Street Number","Street Name","Address Line 2","Address Line 3","City","State","Zip Code","Square Footage","Georeference"
"NEW YORK","629519","Store","AC","MENDEZ FLORENCIO","TULCINGO HERMOSO DELI GROCERY","1311","ST NICHOLAS AVE #9",,,"NEW YORK","NY","10033","600","POINT (-73.93627 40.84584)"
"NEW YORK","629517","Store","AC","GMRS CORPORATION","NEW GREEN LEAF DELI","518","AMSTERDAM AVE",,,"NEW YORK","NY","10024","1,200","POINT (-73.97559 40.78689)"
"NEW YORK","629514","Store","AC","AMEER FOOD CORP","AMEER FOOD","748","ST NICHOLAS AVE",,,"NEW YORK","NY","10031","2,000","POINT (-73.94364 40.82556)"
"NEW YORK","629506","Store","AC","MY SWEET DELI MARKET CORP","MY SWEET DELI MARKET","187","SHERMAN AVE",,,"NEW YORK","NY","10034","1,500","POINT (-73.92216 40.865)"
"NEW YORK","629485","Store","AC","VILLAGE GOURMET GROCERY INC","VILLAGE MAGAZINE CIGAR","102","2ND AVE",,,"NEW YORK","NY","10003","900","POINT (-73.98863 40.72731)"
"NEW YORK","629482","Store","A","116 DISCOUNT INC","116 DISCOUNT","64-68","E 116TH ST",,,"NEW YORK","NY","10029","2,200","POINT (-73.94403 40.79964)"
"NEW YORK","629473","Store","AC","BAKED BY MELISSA LLC","BAKED BY MELISSA","975","8TH AVE #####",,,"NEW YORK","NY","10019","500",
"NEW YORK","629457","Store","AC","UNIV 45 FRUIT & VEGETABLE CORP","EPICUREAN MARKET","45","UNIVERSITY PL",,,"NEW YORK","NY","10003","30,000","POINT (-73.99411 40.73239)"
"NEW YORK","629454","Store","AC","SAI BABA QUICK STOP INC","BABA CONVENIENCE STORE","1585","2ND AVE",,,"NEW YORK","NY","10028","480","POINT (-73.95352 40.77544)"
"NEW YORK","629452","Store","AC","WESTSIDE STOP ONE DELI CORP","WS DELI","700","AMSTERDAM AVE ##",,,"NEW YORK","NY","10025","1,500","POINT (-73.97139 40.79264)"
"NEW YORK","629435","Store","AC","SHK HOLDINGS INC","BATTERY PLACE MARKET","240","MURRAY ST####",,,"NEW YORK","NY","10282","900","POINT (-74.01467 40.7154)"
"NEW YORK","629429","Store","AC","ELI ZABAR FARM TO TABLE LLC","ELI ZABAR FARM TO TABLE","312","GRAND CENTRAL TERMINAL #####",,,"NEW YORK","NY","10017","800",
"NEW YORK","629417","Store","AC","NDL FOOD INC","7-ELEVEN STORE 35472A","110","LAFAYETTE ST #####",,,"NEW YORK","NY","10013","0",
"NEW YORK","629404","Store","AC","325 DREAMLAND INC","325 DREAMLAND","325","2ND AVE STORE 3",,,"NEW YORK","NY","10003","1,000","POINT (-73.98279 40.73534)"
"NEW YORK","629399","Store","A","DUANE READE LLP","WALGREENS #14489","3387","BROADWAY",,,"NEW YORK","NY","10031","0","POINT (-73.95408 40.82162)"
"NEW YORK","629395","Store","AC","CTAC HOLDINGS LLC","LI LAC CHOCOLATES","324","GRAND CENTRAL, STALL#24 #####",,,"NEW YORK","NY","10017","225",
"NEW YORK","629375","Store","AC","GOALS SERVICE STATION INC","SHELL GAS","3260","BROADWAY",,,"NEW YORK","NY","10027","750","POINT (-73.9567 40.8177)"
"NEW YORK","629362","Store","AC","RIVINGTONS ORCHARD LLC","CORNER GROCERS","140","ORCHARD ST",,,"NEW YORK","NY","10002","5,000","POINT (-73.9892 40.72013)"
"NEW YORK","629360","Store","AC","CHELSEA FRUIT&VEGETABLES INC","CAFE DELI-CIOUS","115","W 23RD ST",,,"NEW YORK","NY","10011","0","POINT (-73.99341 40.74316)"
"NEW YORK","629357","Store","AC","LONDON GROCERY CORP","LONDON GROCERY","252","10TH AVE",,,"NEW YORK","NY","10001","600","POINT (-74.00342 40.74875)"
"NEW YORK","629347","Store","AC","LOMA DELI MARKET INC","LOMA DELI MARKET","133","AVENUE D",,,"NEW YORK","NY","10009","1,500","POINT (-73.97547 40.72446)"
"NEW YORK","629342","Store","AC","BT TO GO GCT LLC","BEER TABLE TO GO GCT","22","GRAND CENTRAL TERMINAL##","MC-36",,"NEW YORK","NY","10017","275","POINT (-73.97755 40.75211)"
"NEW YORK","629340","Store","A","DUANE READE ET AL PTRS","DUANE READE 14488","575","LEXINGTON AVE",,,"NEW YORK","NY","10022","9,000","POINT (-73.97172 40.75738)"
"NEW YORK","629327","Store","AC","WEST LOBBY NEWSSTAND INC","GATEWAY NEWSSTAND","555","W 57TH ST",,,"NEW YORK","NY","10019","0","POINT (-73.99063 40.76998)"
"NEW YORK","629305","Store","A","DUANE READE ET AL PTRS","DUANE READE #14486","2069","BROADWAY",,,"NEW YORK","NY","10023","17,000","POINT (-73.9821 40.7784)"
"NEW YORK","629280","Store","AC","2234 EAST SIDE DELI INC","2234 EAST SIDE DELI","2234","1ST AVE",,,"NEW YORK","NY","10029","1,000","POINT (-73.93601 40.79518)"
"NEW YORK","629279","Store","AC","2589 WESTSIDE MARKETS LLC","WESTSIDE MARKET","2589","BROADWAY ###",,,"NEW YORK","NY","10025","10,000","POINT (-73.97108 40.79577)"
"NEW YORK","629272","Store","AC","BROOME 400 INC","TAASHA DELI","400","BROOME ST",,,"NEW YORK","NY","10013","0","POINT (-73.99748 40.72076)"
"NEW YORK","629260","Store","A","SRM FUEL CORP","SRM FUEL","3936","10TH AVE",,,"NEW YORK","NY","10034","1,500","POINT (-73.91794 40.86623)"
"NEW YORK","629249","Store","A","BAKED BY MELISSA LLC","BAKED BY MELISSA","2325","BROADWAY #######",,,"NEW YORK","NY","10024","1,000",
"NEW YORK","629236","Store","A","CVS ALBANY LLC","CVS PHARMACY #2962","300","PARK AVE SOUTH###",,,"NEW YORK","NY","10010","2,500","POINT (-73.98674 40.73974)"
"NEW YORK","629224","Store","AC","NATURAL PARADISE INC THE","HEALTH NUTS THE","2611","BROADWAY ####",,,"NEW YORK","NY","10025","2,500","POINT (-73.97064 40.7964)"
"NEW YORK","629223","Store","AC","TOUBA AFRICAN MARKET DRESS FLAVOR IN","TOUBA AFRICAN MKT DRESS","84","E 116TH ST",,,"NEW YORK","NY","10029","1,800","POINT (-73.94353 40.79943)"
"NEW YORK","629216","Store","AC","171 MADISON AVENUE RETAIL INC","7-ELEVEN STORE #35057A","171","MADISON AVE ####",,,"NEW YORK","NY","10016","3,500","POINT (-73.98333 40.74725)"
"NEW YORK","629213","Store","AC","DDY MINI MARKET & DELI CORP","DDY MINI MARKET & DELI","955","AMSTERDAM AVE",,,"NEW YORK","NY","10025","1,800","POINT (-73.96528 40.80101)"
"NEW YORK","629208","Store","AC","82ND STREET GROCERY INC","82ND STREET GROCERY","454","AMSTERDAM AVE",,,"NEW YORK","NY","10024","1,800","POINT (-73.97697 40.785)"
"NEW YORK","629198","Store","A","DOLLAR TREE STORES INC","DOLLAR TREE # 4695","4469","BROADWAY",,,"NEW YORK","NY","10040","0","POINT (-73.93226 40.85744)"
"NEW YORK","629188","Store","AC","LENOX GOURMET DELI&GRCY CORP","121 LENOX GOURMET DELI","217","MALCOLM X BLVD",,,"NEW YORK","NY","10027","1,000","POINT (-73.94743 40.80523)"
"NEW YORK","629176","Store","AC","AVENUE A DELI & FOOD INC","AVENUE A DELI & FOOD","24","AVENUE A",,,"NEW YORK","NY","10009","1,100","POINT (-73.9857 40.72308)"
"NEW YORK","629169","Store","A","5TH AVE DOLLAR LLC","5TH AVE DOLLAR DISCOUNT STORE","2","WEST 46TH ST",,,"NEW YORK","NY","10036","8,000","POINT (-73.97967 40.7563)"
"NEW YORK","629158","Store","AC","70-72 MEAT&PRODUCE CORP","FOOD UNIVERSE MARKET PL","70-72","NAGLE AVE",,,"NEW YORK","NY","10040","5,000","POINT (-73.92862 40.86017)"
"NEW YORK","629156","Store","AC","5069 MEAT & PRODUCE CORP","FOOD UNIVERSE MARKET PLACE","5069","BROADWAY",,,"NEW YORK","NY","10034","4,000","POINT (-73.91506 40.87049)"
"NEW YORK","629145","Store","A","DUANE READE ET AL PRTS","DUANE READE 14470","1111","3RD AVE",,,"NEW YORK","NY","10065","7,500","POINT (-73.96362 40.76556)"
"NEW YORK","629143","Store","AC","AK GOURMET MARKET CORP","STOP 1 DELI","201","MADISON ST",,,"NEW YORK","NY","10002","1,500","POINT (-73.98982 40.71265)"
"NEW YORK","629138","Store","AC","SUSHI HOUSE INC","GOWASABI@FAIRWAY","240","E 86TH ST #####",,,"NEW YORK","NY","10028","150",
"NEW YORK","629113","Store","AC","ELM HEALTH CHELSEA CORP","ELM WELLNESS","56","7TH AVE",,,"NEW YORK","NY","10011","10,000","POINT (-73.99991 40.73824)"
"NEW YORK","629109","Store","A","ADNADER INC","ADNADER","218","ST NICHOLAS AVE",,,"NEW YORK","NY","10027","1,600","POINT (-73.95291 40.80755)"
"NEW YORK","629103","Store","AC","1ST & 96TH MANAGEMENT INC","1ST & 96TH MANAGEMENT","1855","1ST AVE",,,"NEW YORK","NY","10128","1,500","POINT (-73.94489 40.78303)"
"NEW YORK","629102","Store","AC","D&S PRODUCE INC","SHOP FAIR SUPERMARKET","160","E 110TH",,,"NEW YORK","NY","10029","16,000","POINT (-73.94372 40.79452)"
"NEW YORK","629096","Store","AC","BAKED BY MELISSA LLC","BAKED BY MELISSA","526","7TH AVE #####",,,"NEW YORK","NY","10018","1,000",
"NEW YORK","629095","Store","AC","DAINOBU USA INC","DAINOBU","129","E 47TH ST",,,"NEW YORK","NY","10017","3,000","POINT (-73.97327 40.75442)"
"NEW YORK","629092","Store","AC","LONGO COFFEE & TEA INC","PORTO RICO IMPORTING CO","201","BLEECKER ST",,,"NEW YORK","NY","10012","2,000","POINT (-74.00169 40.72942)"
"NEW YORK","629077","Store","AC","YANKEE TWO DELI INC","YANKEE TWO DELI","122","AVENUE C",,,"NEW YORK","NY","10009","1,500","POINT (-73.97851 40.72455)"
"NEW YORK","629076","Store","AC","RSJ GROUP CORP","TENBAKU","424","6TH AVE #######",,,"NEW YORK","NY","10011","100",
"NEW YORK","629065","Store","A","HEALTHSOURCE PHARMACY III B INC","HEALTHSOURCE PHARMACY","1000","FIRST AVE",,,"NEW YORK","NY","10022","1,700","POINT (-73.96395 40.75694)"
"NEW YORK","629043","Store","AC","OTTOMANELLI BROS LTD","OTTOMANELLI BROTHERS","1549","YORK AVE",,,"NEW YORK","NY","10028","2,500","POINT (-73.94894 40.77344)"
"NEW YORK","629042","Store","AC","ABDOU KINGS DELI INC","ABDOU KINGS DELI","2407","8TH AVE",,,"NEW YORK","NY","10027","700","POINT (-73.94942 40.81257)"
"NEW YORK","629028","Store","AC","SX GOURMET CORP","SX GOURMET","115","RIVINGTON ST",,,"NEW YORK","NY","10002","2,200","POINT (-73.98771 40.71988)"
"NEW YORK","629003","Store","AC","YOUR DESIRE IN FOOD CORP","YOUR DESIRE IN FOOD","226","E 7TH STREET",,,"NEW YORK","NY","10009","800","POINT (-73.97909 40.72418)"
"NEW YORK","628988","Store","AC","BAKED BY MELISSA LLC","BAKED BY MELISSA","7","E 14TH ST #####",,,"NEW YORK","NY","10003","800",
"NEW YORK","628987","Store","AC","94 ST NICHOLAS DELI INC","94 ST NICHOLAS DELI","94","ST NICHOLAS PLACE",,,"NEW YORK","NY","10032","1,500","POINT (-73.94037 40.83004)"
"NEW YORK","628978","Store","AC","POLO GROUNDS MEAT CORP","FINE FARE","2927","FREDERICK DOUGLAS BLVD",,,"NEW YORK","NY","10039","12,000","POINT (-73.93714 40.82933)"
"NEW YORK","628969","Store","AC","2278 DELI & GROCERY INC","2278 DELI & GROCERY","2278","7TH AVE",,,"NEW YORK","NY","10030","1,500","POINT (-73.94434 40.81456)"
"NEW YORK","628963","Store","A","CVS ALBANY LLC","CVS PHARMACY #1618","81","8TH AVE###",,,"NEW YORK","NY","10011","20,000","POINT (-74.00239 40.73993)"
"NEW YORK","628960","Store","AC","SKYLINE GOURMET DELI INC","SKYLINE GOURMET DELI","700","10TH AVE",,,"NEW YORK","NY","10019","1,200","POINT (-73.99233 40.76397)"
"NEW YORK","628959","Store","AC","2829 PALACE FOOD INC","2829 PALACE FOOD","2829","FREDERICK DOUGLAS BLVD",,,"NEW YORK","NY","10039","900","POINT (-73.93929 40.82643)"
"NEW YORK","628946","Store","AC","380 LENOX MEAT CORP","PIONEER SUPERMARKET","380","MALCOLM X BLVD",,,"NEW YORK","NY","10027","12,000","POINT (-73.94341 40.81051)"
"NEW YORK","628945","Store","AC","57 BAYARD MEAT MARKET INC","57 BAYARD MEAT MARKET","57","BAYARD ST",,,"NEW YORK","NY","10013","6,000","POINT (-73.99776 40.71537)"
"NEW YORK","628940","Store","AC","BAKED BY MELISSA LLC","BAKED BY MELISSA","109","E 42ND ST #######",,,"NEW YORK","NY","10017","500",
"NEW YORK","628927","Store","AC","FOODEX LLC","GRACEFULLY","101","WEST END AVE #####",,,"NEW YORK","NY","10023","6,000",
"NEW YORK","628922","Store","AC","LA 2570 GROCERY CORP","LA DELI","2570","ADAM CLAYTON POWELL JR BLVD",,,"NEW YORK","NY","10039","2,400","POINT (-73.93747 40.824)"
"NEW YORK","628918","Store","AC","1 GUADALUPE VICTORIA INC","1 GUADALUPE VICTORIA INC","1484","ST NICHOLAS AVE",,,"NEW YORK","NY","10033","750","POINT (-73.93225 40.85135)"
"NEW YORK","628917","Store","AC","CENTRAL PARK NORTH MEAT LLC","FINE FARE","37","LENOX AVE",,,"NEW YORK","NY","10026","8,000","POINT (-73.95178 40.79929)"
"NEW YORK","628906","Store","AC","1600 MADISON AVENUE FOOD CORP","RANCH MARKET","1600","MADISON AVE",,,"NEW YORK","NY","10029","4,000","POINT (-73.94897 40.79434)"
"NEW YORK","628893","Store","AC","J&F MEAT MARKET CORP","J&F MEAT MARKET","1975","AMSTERDAM AVE",,,"NEW YORK","NY","10032","3,600","POINT (-73.94167 40.83337)"
"NEW YORK","628886","Store","AC","101 LENOX DELI GRILL CORP","101 LENOX DELI GRILL","101","LENOX AVE",,,"NEW YORK","NY","10026","1,500","POINT (-73.95019 40.80147)"
"NEW YORK","628885","Store","AC","144 DELI GROCERY STORE CORP","144 DELI GROCERY","144","NAGLE AVE",,,"NEW YORK","NY","10040","1,000","POINT (-73.92584 40.8612)"
"NEW YORK","628853","Store","A","SUNRISE MART INC","SUNRISE MART","12","E 41ST ST###",,,"NEW YORK","NY","10017","0","POINT (-73.98061 40.7525)"
"NEW YORK","628841","Store","A","DUANE READE ET AL PTRS","DUANE READE 14433","455","W 37TH ST",,,"NEW YORK","NY","10018","10,000","POINT (-73.99741 40.75634)"
"NEW YORK","628838","Store","A","DUANE READE ET AL PTRS","DUANE READE #14465","949","3RD AVE",,,"NEW YORK","NY","10022","24,200","POINT (-73.96767 40.76006)"
"NEW YORK","628834","Store","AC","JOES GOURMET HEALTH DELI INC","JOES GOURMET HEALTH DEL","3161","BROADWAY",,,"NEW YORK","NY","10027","1,200","POINT (-73.95909 40.8148)"
"NEW YORK","628832","Store","AC","ARCHIE GROCERY CORP","ARCHIE GROCERY","1061","SAINT NICHOLAS AVE",,,"NEW YORK","NY","10032","1,500","POINT (-73.94008 40.83727)"
"NEW YORK","628822","Store","AC","12 EAST FF CORP","BREAD & HONEY","941","8TH AVE",,,"NEW YORK","NY","10019","8,000","POINT (-73.98344 40.76586)"
"NEW YORK","628821","Store","AC","TAFT DELI CORP","TAFT DELI","1679","MADISON AVE",,,"NEW YORK","NY","10029","1,200","POINT (-73.94703 40.797)"
"NEW YORK","628812","Store","AC","EAST VILLAGE FINEST DELI CORP","EAST VILLAGE FINEST DEL","240","E 4TH ST",,,"NEW YORK","NY","10009","1,600","POINT (-73.98272 40.72336)"
"NEW YORK","628809","Store","AC","207 INC I","207","4930A","BROADWAY",,,"NEW YORK","NY","10034","375","POINT (-73.92146 40.8676)"
"NEW YORK","628784","Store","A","TRADER JOES EAST INC","TRADER JOES #542","2073","BROADWAY",,,"NEW YORK","NY","10023","14,000","POINT (-73.98208 40.77852)"
"NEW YORK","628779","Store","AC","F & R TRADING NY INC","F & R TRADING NY","237A","GRAND ST",,,"NEW YORK","NY","10002","0","POINT (-73.99463 40.7184)"
"NEW YORK","628777","Store","AC","FIRST ON FIRST DELI INC","FIRST ON FIRST DELI","1756","1ST AVE",,,"NEW YORK","NY","10128","1,200","POINT (-73.94697 40.78015)"
"NEW YORK","628776","Store","AC","EATALY NY LLC","EATALY","200","5TH AVE #####",,,"NEW YORK","NY","10010","45,000",
"NEW YORK","628764","Store","A","DUANE READE ETAL PTRS","DUANE READE 14480","60","SPRING ST",,,"NEW YORK","NY","10012","10,000","POINT (-73.99681 40.72218)"
"NEW YORK","628763","Store","A","DUANE READE ETAL PTRS","DUANE READE #14468","1","UNION SQ S",,,"NEW YORK","NY","10003","3,000","POINT (-73.9907 40.7348)"
"NEW YORK","628759","Store","AC","FRUTERA EL BUEN CAMINO CORP","FRUTERA EL BUEN CAMINO","3888","BROADWAY  ###",,,"NEW YORK","NY","10032","300","POINT (-73.9423 40.83742)"
"NEW YORK","628751","Store","AC","DAGOSTINOS MARKETS LLC","DAGOSTINOS SUPERMARKETS #801","1233","LEXINGTON AVE #######",,,"NEW YORK","NY","10028","14,000",
"NEW YORK","628746","Store","AC","980 COLUMBUS FOOD CORP","RANCH DELI","980","COLUMBUS AVE",,,"NEW YORK","NY","10025","1,800","POINT (-73.96188 40.80065)"
"NEW YORK","628738","Store","A","TRADER JOES EAST INC","TRADER JOES #543","675","6TH AVE",,,"NEW YORK","NY","10010","21,000","POINT (-73.99353 40.74191)"
"NEW YORK","628712","Store","AC","1517 NEW BANI GROCERY INC","1517 NEW BANI GROCERY","1517","LEXINGTON AVE",,,"NEW YORK","NY","10029","1,500","POINT (-73.95004 40.78708)"
"NEW YORK","628709","Store","AC","143 N EXPRESS DELI CORP","142 N EXPRESS DELI","2697","8TH AVE/ FREDERICK DOUGLAS BLV",,,"NEW YORK","NY","10030","2,000","POINT (-73.94274 40.8217)"
"NEW YORK","628703","Store","AC","SPACE NY 62 CORP","SPACE NY 62","1130","1ST AVE",,,"NEW YORK","NY","10065","2,000","POINT (-73.96053 40.76159)"
"NEW YORK","628696","Store","ACD","212 GRAND FOOD CORP","212 GRAND FOOD","212","GRAND ST  #####",,,"NEW YORK","NY","10013","1,050",
"NEW YORK","628689","Store","AC","G&G 886 CORP","G&G DELI","886","10TH AVE",,,"NEW YORK","NY","10019","2,000","POINT (-73.98819 40.76962)"
"NEW YORK","628680","Store","AC","FUZHOU GOOD TASTE GROCERY STR INC","FUZHOU GOOD TASTE GRCY","75","E BROADWAY UNIT#125 #####",,,"NEW YORK","NY","10002","800",
"NEW YORK","628661","Store","AC","MR 2497 FOOD CORP","FINE FARE SUPERMARKET","2497","7TH AVE",,,"NEW YORK","NY","10030","5,000","POINT (-73.93917 40.8214)"
"NEW YORK","628656","Store","A","CITY FUELS LLC","BP","4353","BROADWAY",,,"NEW YORK","NY","10033","2,300","POINT (-73.93404 40.85351)"
"NEW YORK","628642","Store","AC","REYS GROCERY DELI CORP","REYS GROCERY DELI","288","AUDUBON AVE",,,"NEW YORK","NY","10033","1,500","POINT (-73.93304 40.84778)"
"NEW YORK","628630","Store","AC","NEW YORK DELI GROCERY INC","1630A NEW YORK GROCERY","1630A","ST NICHOLAS AVE",,,"NEW YORK","NY","10040","1,400","POINT (-73.92892 40.85589)"
"NEW YORK","628603","Store","AC","NAMDOR INC","GRISTEDES 34","907","8TH AVE #######",,,"NEW YORK","NY","10019","9,000",
"NEW YORK","628594","Store","AAC","2732 CONVENIENCE GROCERY CORP","2732 CONVENIENCE GROCRY","2732","BROADWAY",,,"NEW YORK","NY","10025","525","POINT (-73.96796 40.80017)"
"NEW YORK","628578","Store","AC","535 8TH AVENUE CORP","7-ELEVEN STORE 39308A","535","8TH AVE ###",,,"NEW YORK","NY","10018","10,000","POINT (-73.99224 40.75387)"
"NEW YORK","628559","Store","AC","WILLIAM VERAS BODEGA CORP","WILLIAM VERAS BODEGA","257","DYCKMAN ST",,,"NEW YORK","NY","10034","1,500","POINT (-73.92848 40.86655)"
"NEW YORK","628556","Store","AC","765 SIXTH AVENUE MARKET INC","SUNAC","765","AVENUE OF THE AMERICAS",,,"NEW YORK","NY","10010","4,000","POINT (-73.99161 40.74453)"
"NEW YORK","628510","Store","AC","SHARIF SHAFIQ","SHAFIQS SNACK CORNER","25","BEAVER ST",,,"NEW YORK","NY","10004","1,200","POINT (-74.01207 40.70498)"
"NEW YORK","628507","Store","A","DUANE READE ET AL PTRS","DUANE READE 14436","200","WATER ST",,,"NEW YORK","NY","10038","14,000","POINT (-74.0042 40.70735)"
"NEW YORK","628506","Store","A","DUANE READE ET AL PTRS","DUANE READE 14400","17","JOHN ST",,,"NEW YORK","NY","10038","13,000","POINT (-74.00886 40.70984)"
"NEW YORK","628500","Store","A","KEUR AA MATY CORP","KEUR AA MATY","2251","7TH AVE",,,"NEW YORK","NY","10027","800","POINT (-73.94484 40.81363)"
"NEW YORK","628472","Store","A","DOLLAR TOWER INC","DOLLAR TOWER","600-602","W 207TH ST ####",,,"NEW YORK","NY","10034","5,000","POINT (-73.92093 40.86725)"
"NEW YORK","628457","Store","AC","PANIAGUA DELI GROCERY CORP","PANIAGUA DELI GROCERY","203","E 115TH ST",,,"NEW YORK","NY","10029","1,599","POINT (-73.94007 40.79708)"
"NEW YORK","628456","Store","AC","FAMILY FRUIT AND MEAT MARKET CORP","FAMILY FRUIT AND MEAT MARKET","1474","ST NICHOLAS AVE",,,"NEW YORK","NY","10033","0","POINT (-73.93254 40.85095)"
"NEW YORK","628445","Store","AC","1517 DELI GROCERY CORP","1517 DELI GROCERY","1517","ST NICHOLAS AVE. ###",,,"NEW YORK","NY","10033","700","POINT (-73.93158 40.85227)"
"NEW YORK","628437","Store","ABC","COSTCO WHOLESALE CORP","COSTCO WHOLESALE 1062","517","E 117TH ST",,,"NEW YORK","NY","10035","106,000","POINT (-73.93174 40.79534)"
"NEW YORK","628431","Store","AC","SUN MING JAN INC","SUN MING JAN","111","HESTER ST",,,"NEW YORK","NY","10002","2,000","POINT (-73.99309 40.71656)"
"NEW YORK","628414","Store","AC","51ST STREET FOOD MARKET INC","EDISON MARKET","721","11TH AVE.",,,"NEW YORK","NY","10019","1,500","POINT (-73.99409 40.76661)"
"NEW YORK","628408","Store","A","MIDTOWN NEWS STAND INC","MIDTOWN NEWS","520","8TH AVE",,,"NEW YORK","NY","10018","350","POINT (-73.99227 40.75382)"
"NEW YORK","628396","Store","AC","JEANNIES DELI CORP","CHELSEA FOOD MART","194","8TH AVE",,,"NEW YORK","NY","10011","3,600","POINT (-73.99996 40.74327)"
"NEW YORK","628393","Store","AC","DICKSONS FARMSTAND INC","DICKSONS FARMSTAND MEATS","75","9TH AVE BASEMENT LEVEL",,,"NEW YORK","NY","10011","0","POINT (-74.00611 40.74217)"
"NEW YORK","628367","Store","AC","ESG GRAND CORP","EASTSIDE GLATT","500","GRAND ST",,,"NEW YORK","NY","10002","2,000","POINT (-73.98289 40.71481)"
"NEW YORK","628353","Store","AC","194 MANHATTAN DELI INC","194 MANHATTAN DELI","194","MANHATTAN AVE, AKA 17-19 W108",,,"NEW YORK","NY","10025","1,300","POINT (-73.96043 40.80009)"
"NEW YORK","628343","Store","A","CVS ALBANY LLC","CVS PHARMACY #8968","222","EAST 34TH ST###",,,"NEW YORK","NY","10016","4,000","POINT (-73.97698 40.74525)"
"NEW YORK","628340","Store","AC","1663 PARK AVE MINI MARKET CORP","1663 PARK AVE MINI MKT","1663","PARK AVE",,,"NEW YORK","NY","10035","1,200","POINT (-73.9425 40.8001)"
"NEW YORK","628291","Store","AC","3RD AVE FOOD CORP I","3RD AVE FOOD","325","3RD AVE.",,,"NEW YORK","NY","10010","1,200","POINT (-73.98249 40.73973)"
"NEW YORK","628289","Store","AC","RUN FENG TRADING INC","RUN FENG TRADING","123","MOTT ST",,,"NEW YORK","NY","10013","400","POINT (-73.99697 40.71808)"
"NEW YORK","628286","Store","AC","NEW HARLEM HALAL MEAT INC","NEW HARLEM HALAL MEAT","2142","FREDERICK DOUGLASS BLVD",,,"NEW YORK","NY","10026","1,500","POINT (-73.95552 40.80421)"
"NEW YORK","628283","Store","AC","PAK PUNJAB INC","PAK PUNJAB","50","2ND AVE",,,"NEW YORK","NY","10003","1,000","POINT (-73.98997 40.72546)"
"NEW YORK","628279","Store","AC","RSJ GROUP CORP","BUTTERFIELD SUSHI","1150","MADISON AVE  #######",,,"NEW YORK","NY","10028","50",
"NEW YORK","628273","Store","AC","WING FAT COMPANY INC","WING FAT CO","1-3","CATHERINE ST ######",,,"NEW YORK","NY","10002","1,900",
"NEW YORK","628260","Store","AC","LEONARDS MARKET LLC","LEONARDS MARKET","1437","SECOND AVENUE",,,"NEW YORK","NY","10021","1,400","POINT (-73.95704 40.77061)"
"NEW YORK","628248","Store","AC","PRAYOSHA 202 INC","SPRING FOOD MART","202","MOTT ST",,,"NEW YORK","NY","10012","6,000","POINT (-73.99554 40.72142)"
"NEW YORK","628245","Store","AC","GOURMET 157 CORP","GOURMET 157","157","CHRISTOPHER ST",,,"NEW YORK","NY","10014","2,000","POINT (-74.00817 40.73272)"
"NEW YORK","628242","Store","AC","1411-6 FRUIT & VEGETABLE CORP","MERCI MARKET","1411","6TH AVE",,,"NEW YORK","NY","10019","7,000","POINT (-73.97693 40.76465)"
"NEW YORK","628232","Store","ACK","WHOLE FOODS MARKET GROUP INC","WHOLE FOODS MARKET","808","COLUMBUS AVE",,,"NEW YORK","NY","10025","58,000","POINT (-73.96632 40.79455)"
"NEW YORK","628211","Store","AC","MANHATTAN GROCERY CORP","JUANA GROCERY","150","MANHATTAN AVE",,,"NEW YORK","NY","10025","3,000","POINT (-73.96111 40.79916)"
"NEW YORK","628186","Store","AC","LONGO COFFEE&TEA INC","PORTO RICO IMPORTING CO","88","ESSEX STREET STALL #38 #####",,,"NEW YORK","NY","10002","300",
"NEW YORK","628182","Store","AC","A&C 2541 MEAT CORP","FOOD EMPORIUM","2541","ADAM CLAYTON POWELL JR BLVD",,,"NEW YORK","NY","10039","10,000","POINT (-73.93769 40.8234)"
"NEW YORK","628166","Store","AC","A&C SUPERMAS INC","C-TOWN FRESH MARKET","2444","7TH AVE",,,"NEW YORK","NY","10030","5,000","POINT (-73.94047 40.81989)"
"NEW YORK","628165","Store","AC","CASABLANCA MEAT MARKET LLC","CASABLANCA MEAT MARKET","125","E 110TH ST",,,"NEW YORK","NY","10029","2,500","POINT (-73.94523 40.79514)"
"NEW YORK","628153","Store","AC","96 DAN MEAT MARKET INC","DAN SUPERMARKET 2","96","SHERMAN AVE",,,"NEW YORK","NY","10034","20,000","POINT (-73.92539 40.86381)"
"NEW YORK","628133","Store","AC","KAY MARKET INC","HANS DELI","645","BROADWAY",,,"NEW YORK","NY","10012","10,000","POINT (-73.99571 40.72669)"
"NEW YORK","628104","Store","A","CVS ALBANY LLC","CVS PHARMACY #6062","200","WEST END AVE###",,,"NEW YORK","NY","10023","12,000","POINT (-73.98572 40.77811)"
"NEW YORK","628087","Store","AC","FLORES BENJAMIN","LA COSTENITA GROCERY","2175","2ND AVE ####",,,"NEW YORK","NY","10029","1,800","POINT (-73.93976 40.7943)"
"NEW YORK","628084","Store","ACK","FAT WITCH BAKERY INC","FAT WITCH BAKERY","1753","PARK AVE #####",,,"NEW YORK","NY","10035","7,600",
"NEW YORK","628075","Store","AC","AFRICAN AND CARIBBEAN MARKET INC","AFRICAN&CARIBBEAN MKT","403","W 145TH ST",,,"NEW YORK","NY","10031","1,500","POINT (-73.94512 40.82419)"
"NEW YORK","628069","Store","A","DUANE READE ET AL PRTS","DUANE READE 14415","1235","LEXINGTON AVE",,,"NEW YORK","NY","10028","6,500","POINT (-73.95667 40.77801)"
